销售订单号,物料编码,子工序编码,时间单位,时间,产量,连续生产类别编码,设备编号,工作中心编码,换线时间,,,,,,,,,,,
2021050425-10,8000283400,A0020301,分,1,0.5,"G01030201,,,,橙,1.82,6,",SC08,A00203,30,,,,,,,,,,,
2021050425-10,8000283400,A0020301,分,1,0.4,"G01030201,,,,橙,1.82,6,",SC02,A00203,30,,,,,,,,,,,
2021050425-10,8000283401,A0020301,分,1,0.4,"G01030201,,,,绿,1.82,6,",SC19,A00203,30,,,,,,,,,,,
2021050425-10,8000283401,A0020301,分,1,0.4,"G01030201,,,,绿,1.82,6,",SC02,A00203,30,,,,,,,,,,,
2021050425-10,8000283401,A0020301,分,1,0.3,"G01030201,,,,绿,1.82,6,",SC18,A00203,30,,,,,,,,,,,
2021050425-10,8000283401,A0020301,分,1,0.3,"G01030201,,,,绿,1.82,6,",SC09,A00203,30,,,,,,,,,,,
2021050425-10,8000283401,A0020301,分,1,0.28,"G01030201,,,,绿,1.82,6,",SC05,A00203,30,,,,,,,,,,,
2021050425-10,8000283401,A0020301,分,1,0.3,"G01030201,,,,绿,1.82,6,",SC01,A00203,30,,,,,,,,,,,
2021050425-10,8000283401,A0020301,分,1,0.2,"G01030201,,,,绿,1.82,6,",SC15,A00203,30,,,,,,,,,,,
2021050425-10,8000283401,A0020301,分,1,0.42,"G01030201,,,,绿,1.82,6,",SC16,A00203,30,,,,,,,,,,,
2021050425-10,8000283401,A0020301,分,1,0.5,"G01030201,,,,绿,1.82,6,",SC08,A00203,30,,,,,,,,,,,
2021050425-10,8000283401,A0020301,分,1,0.32,"G01030201,,,,绿,1.82,6,",SC11,A00203,30,,,,,,,,,,,
2021050425-10,8000283401,A0020301,分,1,0.32,"G01030201,,,,绿,1.82,6,",SC10,A00203,30,,,,,,,,,,,
2021050425-10,8000283401,A0020301,分,1,0.45,"G01030201,,,,绿,1.82,6,",SC07,A00203,30,,,,,,,,,,,
2021050425-10,8000283401,A0020301,分,1,0.28,"G01030201,,,,绿,1.82,6,",SC06,A00203,30,,,,,,,,,,,
2021050425-10,8000283401,A0020301,分,1,0.4,"G01030201,,,,绿,1.82,6,",SC03,A00203,30,,,,,,,,,,,
2021050425-10,8000283401,A0020301,分,1,0.4,"G01030201,,,,绿,1.82,6,",SC17,A00203,30,,,,,,,,,,,
2021050425-10,8000283401,A0020301,分,1,0.45,"G01030201,,,,绿,1.82,6,",SC04,A00203,30,,,,,,,,,,,
,8000001269,A0020101,分,1,1.5,"G01020101,蓝",ZS25C,A00201,5,,,,,,,,,,,
,8000001269,A0020101,分,1,1.5,"G01020101,蓝",ZS25B,A00201,5,,,,,,,,,,,
,8000001269,A0020101,分,1,1.5,"G01020101,蓝",ZS25A,A00201,5,,,,,,,,,,,
,8000001269,A0020101,分,1,1,"G01020101,蓝",ZS24,A00201,5,,,,,,,,,,,
,8000001269,A0020101,分,1,1,"G01020101,蓝",ZS23,A00201,5,,,,,,,,,,,
,8000001269,A0020101,分,1,1,"G01020101,蓝",ZS22,A00201,5,,,,,,,,,,,
,8000001269,A0020101,分,1,1,"G01020101,蓝",ZS21,A00201,5,,,,,,,,,,,
,8000001269,A0020101,分,1,1,"G01020101,蓝",ZS20,A00201,5,,,,,,,,,,,
,8000001269,A0020101,分,1,1,"G01020101,蓝",ZS19,A00201,5,,,,,,,,,,,
,8000001269,A0020101,分,1,1,"G01020101,蓝",ZS18,A00201,5,,,,,,,,,,,
,8000001269,A0020101,分,1,1,"G01020101,蓝",ZS17,A00201,5,,,,,,,,,,,
,8000001269,A0020101,分,1,1,"G01020101,蓝",ZS16,A00201,5,,,,,,,,,,,
,8000001269,A0020101,分,1,1.2,"G01020101,蓝",ZS15,A00201,5,,,,,,,,,,,
,8000001269,A0020101,分,1,1.2,"G01020101,蓝",ZS13,A00201,5,,,,,,,,,,,
,8000001269,A0020101,分,1,0.8,"G01020101,蓝",ZS12,A00201,5,,,,,,,,,,,
,8000001269,A0020101,分,1,1.2,"G01020101,蓝",ZS11,A00201,5,,,,,,,,,,,
,8000001269,A0020101,分,1,1.2,"G01020101,蓝",ZS10,A00201,5,,,,,,,,,,,
,8000001269,A0020101,分,1,1.2,"G01020101,蓝",ZS09,A00201,5,,,,,,,,,,,
,8000001269,A0020101,分,1,1.2,"G01020101,蓝",ZS08,A00201,5,,,,,,,,,,,
,8000001269,A0020101,分,1,2,"G01020101,蓝",ZS07C,A00201,5,,,,,,,,,,,
,8000001269,A0020101,分,1,2,"G01020101,蓝",ZS07B,A00201,5,,,,,,,,,,,
,8000001269,A0020101,分,1,2,"G01020101,蓝",ZS07A,A00201,5,,,,,,,,,,,
,8000001269,A0020101,分,1,1.2,"G01020101,蓝",ZS06C,A00201,5,,,,,,,,,,,
,8000001269,A0020101,分,1,1.2,"G01020101,蓝",ZS06B,A00201,5,,,,,,,,,,,
,8000001269,A0020101,分,1,1.2,"G01020101,蓝",ZS06A,A00201,5,,,,,,,,,,,
,8000001269,A0020101,分,1,1.2,"G01020101,蓝",ZS05C,A00201,5,,,,,,,,,,,
,8000001269,A0020101,分,1,1.2,"G01020101,蓝",ZS05B,A00201,5,,,,,,,,,,,
,8000001269,A0020101,分,1,1.2,"G01020101,蓝",ZS05A,A00201,5,,,,,,,,,,,
,8000001269,A0020101,分,1,1.7,"G01020101,蓝",ZS04,A00201,5,,,,,,,,,,,
,8000001269,A0020101,分,1,1.7,"G01020101,蓝",ZS03,A00201,5,,,,,,,,,,,
,8000001269,A0020101,分,1,1.2,"G01020101,蓝",ZS02,A00201,5,,,,,,,,,,,
,8000001269,A0020101,分,1,1.7,"G01020101,蓝",ZS01,A00201,5,,,,,,,,,,,
,8000001353,A0020101,分,1,1,"G01020101,黑",ZS24,A00201,5,,,,,,,,,,,
,8000001353,A0020101,分,1,1,"G01020101,黑",ZS23,A00201,5,,,,,,,,,,,
,8000001353,A0020101,分,1,1,"G01020101,黑",ZS22,A00201,5,,,,,,,,,,,
,8000001353,A0020101,分,1,1,"G01020101,黑",ZS21,A00201,5,,,,,,,,,,,
,8000001353,A0020101,分,1,1,"G01020101,黑",ZS20,A00201,5,,,,,,,,,,,
,8000001353,A0020101,分,1,1,"G01020101,黑",ZS19,A00201,5,,,,,,,,,,,
,8000001353,A0020101,分,1,1,"G01020101,黑",ZS18,A00201,5,,,,,,,,,,,
,8000001353,A0020101,分,1,1,"G01020101,黑",ZS17,A00201,5,,,,,,,,,,,
,8000001353,A0020101,分,1,1,"G01020101,黑",ZS16,A00201,5,,,,,,,,,,,
,8000001353,A0020101,分,1,1.2,"G01020101,黑",ZS15,A00201,5,,,,,,,,,,,
,8000001353,A0020101,分,1,1.2,"G01020101,黑",ZS13,A00201,5,,,,,,,,,,,
,8000001353,A0020101,分,1,0.8,"G01020101,黑",ZS12,A00201,5,,,,,,,,,,,
,8000001353,A0020101,分,1,1.2,"G01020101,黑",ZS11,A00201,5,,,,,,,,,,,
,8000001353,A0020101,分,1,1.2,"G01020101,黑",ZS10,A00201,5,,,,,,,,,,,
,8000001353,A0020101,分,1,1.2,"G01020101,黑",ZS09,A00201,5,,,,,,,,,,,
,8000001353,A0020101,分,1,1.2,"G01020101,黑",ZS08,A00201,5,,,,,,,,,,,
,8000001353,A0020101,分,1,2,"G01020101,黑",ZS07C,A00201,5,,,,,,,,,,,
,8000001353,A0020101,分,1,2,"G01020101,黑",ZS07B,A00201,5,,,,,,,,,,,
,8000001353,A0020101,分,1,2,"G01020101,黑",ZS07A,A00201,5,,,,,,,,,,,
,8000001353,A0020101,分,1,1.2,"G01020101,黑",ZS06C,A00201,5,,,,,,,,,,,
,8000001353,A0020101,分,1,1.2,"G01020101,黑",ZS06B,A00201,5,,,,,,,,,,,
,8000001353,A0020101,分,1,1.2,"G01020101,黑",ZS06A,A00201,5,,,,,,,,,,,
,8000001353,A0020101,分,1,1.2,"G01020101,黑",ZS05C,A00201,5,,,,,,,,,,,
,8000001353,A0020101,分,1,1.2,"G01020101,黑",ZS05B,A00201,5,,,,,,,,,,,
,8000001353,A0020101,分,1,1.2,"G01020101,黑",ZS05A,A00201,5,,,,,,,,,,,
,8000001353,A0020101,分,1,1.7,"G01020101,黑",ZS04,A00201,5,,,,,,,,,,,
,8000001353,A0020101,分,1,1.7,"G01020101,黑",ZS03,A00201,5,,,,,,,,,,,
,8000001353,A0020101,分,1,1.2,"G01020101,黑",ZS02,A00201,5,,,,,,,,,,,
,8000001353,A0020101,分,1,1.7,"G01020101,黑",ZS01,A00201,5,,,,,,,,,,,
2021050425-50,8000033396,A0020301,分,1,0.18,"G01030201,,,,绿,2.5,12,",SC06,A00203,30,,,,,,,,,,,
2021050425-50,8000051661,A0020701,分,1,0.1,8000051661,CS05,A00207,20,,,,,,,,,,,
2021050425-50,8000051661,A0020701,分,1,0.1,8000051661,CS01,A00207,20,,,,,,,,,,,
2021050425-50,8000051661,A0020701,分,1,0.1,8000051661,FL07,A00207,20,,,,,,,,,,,
2021050425-50,8000051661,A0020701,分,1,0.1,8000051661,FL06,A00207,20,,,,,,,,,,,
2021050425-50,8000051661,A0020701,分,1,0.1,8000051661,FL05,A00207,20,,,,,,,,,,,
2021050425-50,8000051661,A0020701,分,1,0.1,8000051661,FL04,A00207,20,,,,,,,,,,,
2021050425-50,8000051661,A0020701,分,1,0.1,8000051661,FL03,A00207,20,,,,,,,,,,,
2021050425-50,8000051661,A0020701,分,1,0.1,8000051661,FL02,A00207,20,,,,,,,,,,,
2021050425-50,8000051661,A0020701,分,1,0.1,8000051661,FL01,A00207,20,,,,,,,,,,,
2021050425-50,8000033394,A0020301,分,1,0.18,"G01030201,,,,蓝,2.5,12,",SC06,A00203,30,,,,,,,,,,,
2021050425-50,8000033397,A0020301,分,1,0.18,"G01030201,,,,棕,2.5,12,",SC06,A00203,30,,,,,,,,,,,
2021050425-50,8000033395,A0020301,分,1,0.18,"G01030201,,,,橙,2.5,12,",SC06,A00203,30,,,,,,,,,,,
,8000001389,A0020101,分,1,1,"G01020101,粉红",ZS24,A00201,5,,,,,,,,,,,
,8000001389,A0020101,分,1,1,"G01020101,粉红",ZS23,A00201,5,,,,,,,,,,,
,8000001389,A0020101,分,1,1,"G01020101,粉红",ZS22,A00201,5,,,,,,,,,,,
,8000001389,A0020101,分,1,1,"G01020101,粉红",ZS21,A00201,5,,,,,,,,,,,
,8000001389,A0020101,分,1,1,"G01020101,粉红",ZS20,A00201,5,,,,,,,,,,,
,8000001389,A0020101,分,1,1,"G01020101,粉红",ZS19,A00201,5,,,,,,,,,,,
,8000001389,A0020101,分,1,1,"G01020101,粉红",ZS18,A00201,5,,,,,,,,,,,
,8000001389,A0020101,分,1,1,"G01020101,粉红",ZS17,A00201,5,,,,,,,,,,,
,8000001389,A0020101,分,1,1,"G01020101,粉红",ZS16,A00201,5,,,,,,,,,,,
,8000001389,A0020101,分,1,1.2,"G01020101,粉红",ZS15,A00201,5,,,,,,,,,,,
,8000001389,A0020101,分,1,1.2,"G01020101,粉红",ZS13,A00201,5,,,,,,,,,,,
,8000001389,A0020101,分,1,0.8,"G01020101,粉红",ZS12,A00201,5,,,,,,,,,,,
,8000001389,A0020101,分,1,1.2,"G01020101,粉红",ZS11,A00201,5,,,,,,,,,,,
,8000001389,A0020101,分,1,1.2,"G01020101,粉红",ZS10,A00201,5,,,,,,,,,,,
,8000001389,A0020101,分,1,1.2,"G01020101,粉红",ZS09,A00201,5,,,,,,,,,,,
,8000001389,A0020101,分,1,1.2,"G01020101,粉红",ZS08,A00201,5,,,,,,,,,,,
,8000001389,A0020101,分,1,2,"G01020101,粉红",ZS07C,A00201,5,,,,,,,,,,,
,8000001389,A0020101,分,1,2,"G01020101,粉红",ZS07B,A00201,5,,,,,,,,,,,
,8000001389,A0020101,分,1,2,"G01020101,粉红",ZS07A,A00201,5,,,,,,,,,,,
,8000001389,A0020101,分,1,1.2,"G01020101,粉红",ZS06C,A00201,5,,,,,,,,,,,
,8000001389,A0020101,分,1,1.2,"G01020101,粉红",ZS06B,A00201,5,,,,,,,,,,,
,8000001389,A0020101,分,1,1.2,"G01020101,粉红",ZS06A,A00201,5,,,,,,,,,,,
,8000001389,A0020101,分,1,1.2,"G01020101,粉红",ZS05C,A00201,5,,,,,,,,,,,
,8000001389,A0020101,分,1,1.2,"G01020101,粉红",ZS05B,A00201,5,,,,,,,,,,,
,8000001389,A0020101,分,1,1.2,"G01020101,粉红",ZS05A,A00201,5,,,,,,,,,,,
,8000001389,A0020101,分,1,1.7,"G01020101,粉红",ZS04,A00201,5,,,,,,,,,,,
,8000001389,A0020101,分,1,1.7,"G01020101,粉红",ZS03,A00201,5,,,,,,,,,,,
,8000001389,A0020101,分,1,1.2,"G01020101,粉红",ZS02,A00201,5,,,,,,,,,,,
,8000001389,A0020101,分,1,1.7,"G01020101,粉红",ZS01,A00201,5,,,,,,,,,,,
,8000001341,A0020101,分,1,1,"G01020101,红",ZS24,A00201,5,,,,,,,,,,,
,8000001341,A0020101,分,1,1,"G01020101,红",ZS23,A00201,5,,,,,,,,,,,
,8000001341,A0020101,分,1,1,"G01020101,红",ZS22,A00201,5,,,,,,,,,,,
,8000001341,A0020101,分,1,1,"G01020101,红",ZS21,A00201,5,,,,,,,,,,,
,8000001341,A0020101,分,1,1,"G01020101,红",ZS20,A00201,5,,,,,,,,,,,
,8000001341,A0020101,分,1,1,"G01020101,红",ZS19,A00201,5,,,,,,,,,,,
,8000001341,A0020101,分,1,1,"G01020101,红",ZS18,A00201,5,,,,,,,,,,,
,8000001341,A0020101,分,1,1,"G01020101,红",ZS17,A00201,5,,,,,,,,,,,
,8000001341,A0020101,分,1,1,"G01020101,红",ZS16,A00201,5,,,,,,,,,,,
,8000001341,A0020101,分,1,1.2,"G01020101,红",ZS15,A00201,5,,,,,,,,,,,
,8000001341,A0020101,分,1,1.2,"G01020101,红",ZS13,A00201,5,,,,,,,,,,,
,8000001341,A0020101,分,1,0.8,"G01020101,红",ZS12,A00201,5,,,,,,,,,,,
,8000001341,A0020101,分,1,1.2,"G01020101,红",ZS11,A00201,5,,,,,,,,,,,
,8000001341,A0020101,分,1,1.2,"G01020101,红",ZS10,A00201,5,,,,,,,,,,,
,8000001341,A0020101,分,1,1.2,"G01020101,红",ZS09,A00201,5,,,,,,,,,,,
,8000001341,A0020101,分,1,1.2,"G01020101,红",ZS08,A00201,5,,,,,,,,,,,
,8000001341,A0020101,分,1,2,"G01020101,红",ZS07C,A00201,5,,,,,,,,,,,
,8000001341,A0020101,分,1,2,"G01020101,红",ZS07B,A00201,5,,,,,,,,,,,
,8000001341,A0020101,分,1,2,"G01020101,红",ZS07A,A00201,5,,,,,,,,,,,
,8000001341,A0020101,分,1,1.2,"G01020101,红",ZS06C,A00201,5,,,,,,,,,,,
,8000001341,A0020101,分,1,1.2,"G01020101,红",ZS06B,A00201,5,,,,,,,,,,,
,8000001341,A0020101,分,1,1.2,"G01020101,红",ZS06A,A00201,5,,,,,,,,,,,
,8000001341,A0020101,分,1,1.2,"G01020101,红",ZS05C,A00201,5,,,,,,,,,,,
,8000001341,A0020101,分,1,1.2,"G01020101,红",ZS05B,A00201,5,,,,,,,,,,,
,8000001341,A0020101,分,1,1.2,"G01020101,红",ZS05A,A00201,5,,,,,,,,,,,
,8000001341,A0020101,分,1,1.7,"G01020101,红",ZS04,A00201,5,,,,,,,,,,,
,8000001341,A0020101,分,1,1.7,"G01020101,红",ZS03,A00201,5,,,,,,,,,,,
,8000001341,A0020101,分,1,1.2,"G01020101,红",ZS02,A00201,5,,,,,,,,,,,
,8000001341,A0020101,分,1,1.7,"G01020101,红",ZS01,A00201,5,,,,,,,,,,,
,8000001401,A0020101,分,1,1,"G01020101,青绿",ZS24,A00201,5,,,,,,,,,,,
,8000001401,A0020101,分,1,1,"G01020101,青绿",ZS23,A00201,5,,,,,,,,,,,
,8000001401,A0020101,分,1,1,"G01020101,青绿",ZS22,A00201,5,,,,,,,,,,,
,8000001401,A0020101,分,1,1,"G01020101,青绿",ZS21,A00201,5,,,,,,,,,,,
,8000001401,A0020101,分,1,1,"G01020101,青绿",ZS20,A00201,5,,,,,,,,,,,
,8000001401,A0020101,分,1,1,"G01020101,青绿",ZS19,A00201,5,,,,,,,,,,,
,8000001401,A0020101,分,1,1,"G01020101,青绿",ZS18,A00201,5,,,,,,,,,,,
,8000001401,A0020101,分,1,1,"G01020101,青绿",ZS17,A00201,5,,,,,,,,,,,
,8000001401,A0020101,分,1,1,"G01020101,青绿",ZS16,A00201,5,,,,,,,,,,,
,8000001401,A0020101,分,1,1.2,"G01020101,青绿",ZS15,A00201,5,,,,,,,,,,,
,8000001401,A0020101,分,1,1.2,"G01020101,青绿",ZS13,A00201,5,,,,,,,,,,,
,8000001401,A0020101,分,1,0.8,"G01020101,青绿",ZS12,A00201,5,,,,,,,,,,,
,8000001401,A0020101,分,1,1.2,"G01020101,青绿",ZS11,A00201,5,,,,,,,,,,,
,8000001401,A0020101,分,1,1.2,"G01020101,青绿",ZS10,A00201,5,,,,,,,,,,,
,8000001401,A0020101,分,1,1.2,"G01020101,青绿",ZS09,A00201,5,,,,,,,,,,,
,8000001401,A0020101,分,1,1.2,"G01020101,青绿",ZS08,A00201,5,,,,,,,,,,,
,8000001401,A0020101,分,1,2,"G01020101,青绿",ZS07C,A00201,5,,,,,,,,,,,
,8000001401,A0020101,分,1,2,"G01020101,青绿",ZS07B,A00201,5,,,,,,,,,,,
,8000001401,A0020101,分,1,2,"G01020101,青绿",ZS07A,A00201,5,,,,,,,,,,,
,8000001401,A0020101,分,1,1.2,"G01020101,青绿",ZS06C,A00201,5,,,,,,,,,,,
,8000001401,A0020101,分,1,1.2,"G01020101,青绿",ZS06B,A00201,5,,,,,,,,,,,
,8000001401,A0020101,分,1,1.2,"G01020101,青绿",ZS06A,A00201,5,,,,,,,,,,,
,8000001401,A0020101,分,1,1.2,"G01020101,青绿",ZS05C,A00201,5,,,,,,,,,,,
,8000001401,A0020101,分,1,1.2,"G01020101,青绿",ZS05B,A00201,5,,,,,,,,,,,
,8000001401,A0020101,分,1,1.2,"G01020101,青绿",ZS05A,A00201,5,,,,,,,,,,,
,8000001401,A0020101,分,1,1.7,"G01020101,青绿",ZS04,A00201,5,,,,,,,,,,,
,8000001401,A0020101,分,1,1.7,"G01020101,青绿",ZS03,A00201,5,,,,,,,,,,,
,8000001401,A0020101,分,1,1.2,"G01020101,青绿",ZS02,A00201,5,,,,,,,,,,,
,8000001401,A0020101,分,1,1.7,"G01020101,青绿",ZS01,A00201,5,,,,,,,,,,,
2021050425-50,8000272810,A0020601,分,1,0.05,"G01030518,GYFTY,0,0.000,N,1+6,/2.5,1.95",SH12,A00206,20,,,,,,,,,,,
2021050425-50,8000272810,A0020601,分,1,0.05,"G01030518,GYFTY,0,0.000,N,1+6,/2.5,1.95",SH11,A00206,20,,,,,,,,,,,
2021050425-50,8000272810,A0020601,分,1,0.05,"G01030518,GYFTY,0,0.000,N,1+6,/2.5,1.95",SH10,A00206,20,,,,,,,,,,,
2021050425-50,8000272810,A0020601,分,1,0.05,"G01030518,GYFTY,0,0.000,N,1+6,/2.5,1.95",SH09,A00206,20,,,,,,,,,,,
2021050425-50,8000272810,A0020601,分,1,0.05,"G01030518,GYFTY,0,0.000,N,1+6,/2.5,1.95",SH08,A00206,20,,,,,,,,,,,
2021050425-50,8000272810,A0020601,分,1,0.05,"G01030518,GYFTY,0,0.000,N,1+6,/2.5,1.95",SH07,A00206,20,,,,,,,,,,,
2021050425-50,8000272810,A0020601,分,1,0.05,"G01030518,GYFTY,0,0.000,N,1+6,/2.5,1.95",SH19,A00206,20,,,,,,,,,,,
2021050425-50,8000272810,A0020601,分,1,0.05,"G01030518,GYFTY,0,0.000,N,1+6,/2.5,1.95",SH18,A00206,20,,,,,,,,,,,
2021050425-50,8000272810,A0020601,分,1,0.05,"G01030518,GYFTY,0,0.000,N,1+6,/2.5,1.95",SH16,A00206,20,,,,,,,,,,,
2021050425-50,8000272810,A0020601,分,1,0.05,"G01030518,GYFTY,0,0.000,N,1+6,/2.5,1.95",SH15,A00206,20,,,,,,,,,,,
2021050425-50,8000272810,A0020601,分,1,0.05,"G01030518,GYFTY,0,0.000,N,1+6,/2.5,1.95",SH13,A00206,20,,,,,,,,,,,
2021050425-50,8000272810,A0020601,分,1,0.05,"G01030518,GYFTY,0,0.000,N,1+6,/2.5,1.95",SH21,A00206,20,,,,,,,,,,,
2021050425-50,8000272810,A0020601,分,1,0.05,"G01030518,GYFTY,0,0.000,N,1+6,/2.5,1.95",SH20,A00206,20,,,,,,,,,,,
2021050425-50,8000272810,A0020601,分,1,0.05,"G01030518,GYFTY,0,0.000,N,1+6,/2.5,1.95",SH05,A00206,20,,,,,,,,,,,
2021050425-50,8000272810,A0020601,分,1,0.05,"G01030518,GYFTY,0,0.000,N,1+6,/2.5,1.95",SH04,A00206,20,,,,,,,,,,,
2021050425-50,8000272810,A0020601,分,1,0.05,"G01030518,GYFTY,0,0.000,N,1+6,/2.5,1.95",SH03,A00206,20,,,,,,,,,,,
2021050425-50,8000272810,A0020601,分,1,0.05,"G01030518,GYFTY,0,0.000,N,1+6,/2.5,1.95",SH02,A00206,20,,,,,,,,,,,
2021050425-50,8000272810,A0020601,分,1,0.05,"G01030518,GYFTY,0,0.000,N,1+6,/2.5,1.95",SH01,A00206,20,,,,,,,,,,,
,8000001377,A0020101,分,1,1,"G01020101,紫",ZS24,A00201,5,,,,,,,,,,,
,8000001377,A0020101,分,1,1,"G01020101,紫",ZS23,A00201,5,,,,,,,,,,,
,8000001377,A0020101,分,1,1,"G01020101,紫",ZS22,A00201,5,,,,,,,,,,,
,8000001377,A0020101,分,1,1,"G01020101,紫",ZS21,A00201,5,,,,,,,,,,,
,8000001377,A0020101,分,1,1,"G01020101,紫",ZS20,A00201,5,,,,,,,,,,,
,8000001377,A0020101,分,1,1,"G01020101,紫",ZS19,A00201,5,,,,,,,,,,,
,8000001377,A0020101,分,1,1,"G01020101,紫",ZS18,A00201,5,,,,,,,,,,,
,8000001377,A0020101,分,1,1,"G01020101,紫",ZS17,A00201,5,,,,,,,,,,,
,8000001377,A0020101,分,1,1,"G01020101,紫",ZS16,A00201,5,,,,,,,,,,,
,8000001377,A0020101,分,1,1.2,"G01020101,紫",ZS15,A00201,5,,,,,,,,,,,
,8000001377,A0020101,分,1,1.2,"G01020101,紫",ZS13,A00201,5,,,,,,,,,,,
,8000001377,A0020101,分,1,0.8,"G01020101,紫",ZS12,A00201,5,,,,,,,,,,,
,8000001377,A0020101,分,1,1.2,"G01020101,紫",ZS11,A00201,5,,,,,,,,,,,
,8000001377,A0020101,分,1,1.2,"G01020101,紫",ZS10,A00201,5,,,,,,,,,,,
,8000001377,A0020101,分,1,1.2,"G01020101,紫",ZS09,A00201,5,,,,,,,,,,,
,8000001377,A0020101,分,1,1.2,"G01020101,紫",ZS08,A00201,5,,,,,,,,,,,
,8000001377,A0020101,分,1,2,"G01020101,紫",ZS07C,A00201,5,,,,,,,,,,,
,8000001377,A0020101,分,1,2,"G01020101,紫",ZS07B,A00201,5,,,,,,,,,,,
,8000001377,A0020101,分,1,2,"G01020101,紫",ZS07A,A00201,5,,,,,,,,,,,
,8000001377,A0020101,分,1,1.2,"G01020101,紫",ZS06C,A00201,5,,,,,,,,,,,
,8000001377,A0020101,分,1,1.2,"G01020101,紫",ZS06B,A00201,5,,,,,,,,,,,
,8000001377,A0020101,分,1,1.2,"G01020101,紫",ZS06A,A00201,5,,,,,,,,,,,
,8000001377,A0020101,分,1,1.2,"G01020101,紫",ZS05C,A00201,5,,,,,,,,,,,
,8000001377,A0020101,分,1,1.2,"G01020101,紫",ZS05B,A00201,5,,,,,,,,,,,
,8000001377,A0020101,分,1,1.2,"G01020101,紫",ZS05A,A00201,5,,,,,,,,,,,
,8000001377,A0020101,分,1,1.7,"G01020101,紫",ZS04,A00201,5,,,,,,,,,,,
,8000001377,A0020101,分,1,1.7,"G01020101,紫",ZS03,A00201,5,,,,,,,,,,,
,8000001377,A0020101,分,1,1.2,"G01020101,紫",ZS02,A00201,5,,,,,,,,,,,
,8000001377,A0020101,分,1,1.7,"G01020101,紫",ZS01,A00201,5,,,,,,,,,,,
2021050425-50,8000055872,A0020401,分,1,0.06,"G01030301,充油,,1+6,2.5,FRP",ST19,A00204,30,,,,,,,,,,,
2021050425-50,8000055872,A0020401,分,1,0.06,"G01030301,充油,,1+6,2.5,FRP",ST18,A00204,30,,,,,,,,,,,
2021050425-50,8000055872,A0020401,分,1,0.06,"G01030301,充油,,1+6,2.5,FRP",ST17,A00204,30,,,,,,,,,,,
2021050425-50,8000055872,A0020401,分,1,0.06,"G01030301,充油,,1+6,2.5,FRP",ST16,A00204,30,,,,,,,,,,,
2021050425-50,8000055872,A0020401,分,1,0.06,"G01030301,充油,,1+6,2.5,FRP",ST15,A00204,30,,,,,,,,,,,
2021050425-50,8000055872,A0020401,分,1,0.05,"G01030301,充油,,1+6,2.5,FRP",ST13,A00204,30,,,,,,,,,,,
2021050425-50,8000055872,A0020401,分,1,0.05,"G01030301,充油,,1+6,2.5,FRP",ST12,A00204,30,,,,,,,,,,,
2021050425-50,8000055872,A0020401,分,1,0.05,"G01030301,充油,,1+6,2.5,FRP",ST11,A00204,30,,,,,,,,,,,
2021050425-50,8000055872,A0020401,分,1,0.06,"G01030301,充油,,1+6,2.5,FRP",ST10,A00204,30,,,,,,,,,,,
2021050425-50,8000055872,A0020401,分,1,0.06,"G01030301,充油,,1+6,2.5,FRP",ST09,A00204,30,,,,,,,,,,,
2021050425-50,8000055872,A0020401,分,1,0.06,"G01030301,充油,,1+6,2.5,FRP",ST08,A00204,30,,,,,,,,,,,
2021050425-50,8000055872,A0020401,分,1,0.06,"G01030301,充油,,1+6,2.5,FRP",ST07,A00204,30,,,,,,,,,,,
2021050425-50,8000055872,A0020401,分,1,0.06,"G01030301,充油,,1+6,2.5,FRP",ST06,A00204,30,,,,,,,,,,,
2021050425-50,8000055872,A0020401,分,1,0.06,"G01030301,充油,,1+6,2.5,FRP",ST05,A00204,30,,,,,,,,,,,
2021050425-50,8000055872,A0020401,分,1,0.06,"G01030301,充油,,1+6,2.5,FRP",ST04,A00204,30,,,,,,,,,,,
2021050425-50,8000055872,A0020401,分,1,0.06,"G01030301,充油,,1+6,2.5,FRP",ST03,A00204,30,,,,,,,,,,,
2021050425-50,8000055872,A0020401,分,1,0.06,"G01030301,充油,,1+6,2.5,FRP",ST02,A00204,30,,,,,,,,,,,
2021050425-50,8000055872,A0020401,分,1,0.06,"G01030301,充油,,1+6,2.5,FRP",ST01,A00204,30,,,,,,,,,,,
,8000001365,A0020101,分,1,1,"G01020101,黄",ZS24,A00201,5,,,,,,,,,,,
,8000001365,A0020101,分,1,1,"G01020101,黄",ZS23,A00201,5,,,,,,,,,,,
,8000001365,A0020101,分,1,1,"G01020101,黄",ZS22,A00201,5,,,,,,,,,,,
,8000001365,A0020101,分,1,1,"G01020101,黄",ZS21,A00201,5,,,,,,,,,,,
,8000001365,A0020101,分,1,1,"G01020101,黄",ZS20,A00201,5,,,,,,,,,,,
,8000001365,A0020101,分,1,1,"G01020101,黄",ZS19,A00201,5,,,,,,,,,,,
,8000001365,A0020101,分,1,1,"G01020101,黄",ZS18,A00201,5,,,,,,,,,,,
,8000001365,A0020101,分,1,1,"G01020101,黄",ZS17,A00201,5,,,,,,,,,,,
,8000001365,A0020101,分,1,1,"G01020101,黄",ZS16,A00201,5,,,,,,,,,,,
,8000001365,A0020101,分,1,1.2,"G01020101,黄",ZS15,A00201,5,,,,,,,,,,,
,8000001365,A0020101,分,1,1.2,"G01020101,黄",ZS13,A00201,5,,,,,,,,,,,
